Store,Date,IsHoliday,Weekly_Sales,Sales_Avg_For_Date,Weekly_Sales_Adjusted,Type,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,bin_unemp,bin_fuel
1,2010-04-23,False,1391256.12,994098.9457777778,397157.1742222223,A,151315,64.84,2.795,,,,,,210.4391228,7.808,"(7.0, 8.0]","(2.7, 2.8]"
1,2010-04-30,False,1425100.71,971225.0380000001,453875.6719999999,A,151315,67.41,2.78,,,,,,210.3895456,7.808,"(7.0, 8.0]","(2.7, 2.8]"
1,2010-05-02,False,1643690.9,1105572.0111111111,538118.8888888888,A,151315,42.31,2.572,,,,,,211.0963582,8.106,"(8.0, 9.0]","(2.5, 2.6]"
1,2010-05-03,False,1554806.68,1041588.2288888888,513218.4511111111,A,151315,46.5,2.625,,,,,,211.3501429,8.106,"(8.0, 9.0]","(2.6, 2.7]"
1,2010-05-11,False,1551659.28,1017377.3753333334,534281.9046666666,A,151315,58.74,2.689,,,,,,211.9563939,7.838,"(7.0, 8.0]","(2.6, 2.7]"
1,2010-05-14,False,1494251.5,1007335.1155555557,486916.3844444443,A,151315,74.78,2.854,,,,,,210.3374261,7.808,"(7.0, 8.0]","(2.8, 2.9]"
1,2010-05-21,False,1399662.07,1002669.0680000001,396993.002,A,151315,76.44,2.826,,,,,,210.6170934,7.808,"(7.0, 8.0]","(2.8, 2.9]"
1,2010-05-28,False,1432069.95,1061277.8346666668,370792.11533333315,A,151315,80.44,2.759,,,,,,210.8967606,7.808,"(7.0, 8.0]","(2.7, 2.8]"
1,2010-06-08,False,1605491.78,1071222.2026666666,534269.5773333334,A,151315,87.16,2.627,,,,,,211.5046621,7.787,"(7.0, 8.0]","(2.6, 2.7]"
1,2010-06-18,False,1503284.06,1058267.694,445016.36600000015,A,151315,84.11,2.637,,,,,,211.4537719,7.808,"(7.0, 8.0]","(2.6, 2.7]"
1,2010-06-25,False,1422711.6,1035756.362,386955.2380000001,A,151315,84.34,2.653,,,,,,211.3386526,7.808,"(7.0, 8.0]","(2.6, 2.7]"
1,2010-07-05,False,1603955.1199999999,1077849.8560000001,526105.2639999997,A,151315,72.55,2.835,,,,,,210.3399684,7.808,"(7.0, 8.0]","(2.8, 2.9]"
1,2010-07-16,False,1448938.92,1027642.2128888889,421296.707111111,A,151315,83.15,2.623,,,,,,211.1003854,7.787,"(7.0, 8.0]","(2.6, 2.7]"
1,2010-07-23,False,1385065.2,997529.9802222222,387535.2197777778,A,151315,83.36,2.608,,,,,,211.2351443,7.787,"(7.0, 8.0]","(2.6, 2.7]"
1,2010-07-30,False,1371986.6,991785.8537777779,380200.7462222222,A,151315,81.84,2.64,,,,,,211.3699032,7.787,"(7.0, 8.0]","(2.6, 2.7]"
1,2010-08-10,False,1508239.93,1002288.3162222222,505951.61377777776,A,151315,63.93,2.633,,,,,,211.7467544,7.838,"(7.0, 8.0]","(2.6, 2.7]"
1,2010-08-13,False,1508237.76,1032542.6313333334,475695.12866666657,A,151315,87.0,2.692,,,,,,211.6394211,7.787,"(7.0, 8.0]","(2.6, 2.7]"
1,2010-08-20,False,1513080.49,1045798.9537777778,467281.53622222214,A,151315,86.65,2.664,,,,,,211.6033633,7.787,"(7.0, 8.0]","(2.6, 2.7]"
1,2010-08-27,False,1449142.92,1020216.4542222222,428926.4657777777,A,151315,85.22,2.619,,,,,,211.5673056,7.787,"(7.0, 8.0]","(2.6, 2.7]"
1,2010-09-04,False,1545418.53,1052562.0097777778,492856.5202222222,A,151315,65.86,2.77,,,,,,210.6228574,7.808,"(7.0, 8.0]","(2.7, 2.8]"
1,2010-09-07,False,1546074.18,1064433.986,481640.1939999999,A,151315,80.48,2.642,,,,,,211.108414,7.787,"(7.0, 8.0]","(2.6, 2.7]"
1,2010-09-17,False,1430378.67,957349.478,473029.1919999999,A,151315,82.11,2.582,,,,,,211.5224596,7.787,"(7.0, 8.0]","(2.5, 2.6]"
1,2010-09-24,False,1351791.03,919078.0979999999,432712.93200000015,A,151315,80.94,2.624,,,,,,211.5972246,7.787,"(7.0, 8.0]","(2.6, 2.7]"
1,2010-10-09,True,1507460.69,1014097.7297777778,493362.96022222214,A,151315,78.69,2.565,,,,,,211.4951902,7.787,"(7.0, 8.0]","(2.5, 2.6]"
1,2010-10-12,False,1682614.26,1237039.342,445574.91800000006,A,151315,46.33,2.843,,,,,,211.4659526,7.838,"(7.0, 8.0]","(2.8, 2.9]"
1,2010-10-15,False,1459409.1,958877.1877777779,500531.9122222222,A,151315,67.18,2.72,,,,,,211.8137436,7.838,"(7.0, 8.0]","(2.7, 2.8]"
1,2010-10-22,False,1345454.0,957037.1004444443,388416.89955555566,A,151315,69.86,2.725,,,,,,211.8612937,7.838,"(7.0, 8.0]","(2.7, 2.8]"
1,2010-10-29,False,1384209.22,968951.7988888889,415257.42111111106,A,151315,69.64,2.716,,,,,,211.9088438,7.838,"(7.0, 8.0]","(2.7, 2.8]"
1,2010-11-06,False,1542561.09,1062812.1493333334,479748.9406666667,A,151315,80.43,2.668,,,,,,211.4560951,7.808,"(7.0, 8.0]","(2.6, 2.7]"
1,2010-11-19,False,1483784.18,1002790.7595555555,480993.4204444444,A,151315,51.41,2.771,,,,,,211.8896737,7.838,"(7.0, 8.0]","(2.7, 2.8]"
1,2010-11-26,True,1955624.11,1462688.960888889,492935.1491111112,A,151315,64.52,2.735,,,,,,211.7484333,7.838,"(7.0, 8.0]","(2.7, 2.8]"
1,2010-12-02,True,1641957.44,1074148.3917777778,567809.0482222221,A,151315,38.51,2.548,,,,,,211.2421698,8.106,"(8.0, 9.0]","(2.5, 2.6]"
1,2010-12-03,False,1439541.59,1020564.3668888889,418977.2231111112,A,151315,57.79,2.667,,,,,,211.3806429,8.106,"(8.0, 9.0]","(2.6, 2.7]"
1,2010-12-11,False,1494479.49,1024995.5739999999,469483.9160000001,A,151315,59.61,2.728,,,,,,212.003944,7.838,"(7.0, 8.0]","(2.7, 2.8]"
1,2010-12-17,False,1891034.93,1373795.5522222223,517239.3777777776,A,151315,49.84,2.869,,,,,,211.4053124,7.838,"(7.0, 8.0]","(2.8, 2.9]"
1,2010-12-24,False,2387950.2,1798475.9022222222,589474.297777778,A,151315,52.33,2.886,,,,,,211.4051222,7.838,"(7.0, 8.0]","(2.8, 2.9]"
1,2010-12-31,True,1367320.01,898500.4222222222,468819.5877777778,A,151315,48.43,2.943,,,,,,211.4049321,7.838,"(7.0, 8.0]","(2.9, 3.0]"
2,2010-01-10,False,1827440.43,938663.9082222221,888776.5217777778,A,202307,69.24,2.603,,,,,,211.3298742,8.163,"(8.0, 9.0]","(2.6, 2.7]"
2,2010-02-04,False,2066187.72,1120529.5835555554,945658.1364444445,A,202307,63.27,2.719,,,,,,210.4798874,8.2,"(8.0, 9.0]","(2.7, 2.8]"
2,2010-02-07,False,2003940.64,1087055.211111111,916885.4288888888,A,202307,82.74,2.669,,,,,,210.8803726,8.099,"(8.0, 9.0]","(2.6, 2.7]"
2,2010-02-19,False,2124451.54,1072822.084,1051629.456,A,202307,39.69,2.514,,,,,,210.9451605,8.324,"(8.0, 9.0]","(2.5, 2.6]"
2,2010-02-26,False,1865097.27,977079.3584444445,888017.9115555555,A,202307,46.1,2.561,,,,,,210.9759573,8.324,"(8.0, 9.0]","(2.5, 2.6]"
2,2010-03-09,False,1904608.09,1048761.2802222222,855846.8097777779,A,202307,81.83,2.577,,,,,,211.1886931,8.099,"(8.0, 9.0]","(2.5, 2.6]"
2,2010-03-12,False,2015781.27,1109089.5084444445,906691.7615555555,A,202307,49.33,2.708,,,,,,211.265543,8.163,"(8.0, 9.0]","(2.7, 2.8]"
2,2010-03-19,False,1946070.8800000001,999754.992,946315.8880000002,A,202307,54.52,2.72,,,,,,210.8733316,8.324,"(8.0, 9.0]","(2.7, 2.8]"
2,2010-03-26,False,1750197.81,980754.69,769443.1200000001,A,202307,51.26,2.732,,,,,,210.6766095,8.324,"(8.0, 9.0]","(2.7, 2.8]"
2,2010-04-06,False,2102539.93,1115300.9582222223,987238.9717777779,A,202307,81.81,2.705,,,,,,210.833616,8.2,"(8.0, 9.0]","(2.7, 2.8]"
2,2010-04-16,False,1874957.94,1004081.4906666667,870876.4493333333,A,202307,68.07,2.808,,,,,,210.1495463,8.2,"(8.0, 9.0]","(2.8, 2.9]"
2,2010-04-23,False,1821990.93,994098.9457777778,827891.9842222221,A,202307,65.11,2.795,,,,,,210.1000648,8.2,"(8.0, 9.0]","(2.7, 2.8]"
2,2010-04-30,False,1802450.29,971225.0380000001,831225.252,A,202307,66.98,2.78,,,,,,210.0505833,8.2,"(8.0, 9.0]","(2.7, 2.8]"
2,2010-05-02,False,2136989.46,1105572.0111111111,1031417.4488888888,A,202307,40.19,2.572,,,,,,210.7526053,8.324,"(8.0, 9.0]","(2.5, 2.6]"
2,2010-05-03,False,1991013.13,1041588.2288888888,949424.901111111,A,202307,47.17,2.625,,,,,,211.0067542,8.324,"(8.0, 9.0]","(2.6, 2.7]"
2,2010-05-11,False,1939061.41,1017377.3753333334,921684.0346666665,A,202307,57.85,2.689,,,,,,211.6135053,8.163,"(8.0, 9.0]","(2.6, 2.7]"
2,2010-05-14,False,1880752.36,1007335.1155555557,873417.2444444444,A,202307,73.31,2.854,,,,,,209.9984585,8.2,"(8.0, 9.0]","(2.8, 2.9]"
2,2010-05-21,False,1896937.1,1002669.0680000001,894268.032,A,202307,74.83,2.826,,,,,,210.2768443,8.2,"(8.0, 9.0]","(2.8, 2.9]"
2,2010-05-28,False,1957113.89,1061277.8346666668,895836.0553333331,A,202307,81.13,2.759,,,,,,210.5552301,8.2,"(8.0, 9.0]","(2.7, 2.8]"
2,2010-06-08,False,1991909.98,1071222.2026666666,920687.7773333334,A,202307,89.53,2.627,,,,,,211.1608049,8.099,"(8.0, 9.0]","(2.6, 2.7]"
2,2010-06-18,False,2001636.96,1058267.694,943369.2660000001,A,202307,85.81,2.637,,,,,,211.1096543,8.2,"(8.0, 9.0]","(2.6, 2.7]"
2,2010-06-25,False,1939927.09,1035756.362,904170.7280000001,A,202307,86.26,2.653,,,,,,210.9950134,8.2,"(8.0, 9.0]","(2.6, 2.7]"
2,2010-07-05,False,2042581.71,1077849.8560000001,964731.8539999998,A,202307,71.28,2.835,,,,,,210.0011018,8.2,"(8.0, 9.0]","(2.8, 2.9]"
2,2010-07-16,False,1845879.79,1027642.2128888889,818237.5771111111,A,202307,85.32,2.623,,,,,,210.7577954,8.099,"(8.0, 9.0]","(2.6, 2.7]"
2,2010-07-23,False,1781717.71,997529.9802222222,784187.7297777778,A,202307,87.66,2.608,,,,,,210.8921319,8.099,"(8.0, 9.0]","(2.6, 2.7]"
2,2010-07-30,False,1804246.16,991785.8537777779,812460.306222222,A,202307,83.49,2.64,,,,,,211.0264684,8.099,"(8.0, 9.0]","(2.6, 2.7]"
2,2010-08-10,False,1849921.44,1002288.3162222222,847633.1237777778,A,202307,63.19,2.633,,,,,,211.4044906,8.163,"(8.0, 9.0]","(2.6, 2.7]"
2,2010-08-13,False,1895601.05,1032542.6313333334,863058.4186666666,A,202307,89.05,2.692,,,,,,211.2951413,8.099,"(8.0, 9.0]","(2.6, 2.7]"
2,2010-08-20,False,1964335.23,1045798.9537777778,918536.2762222221,A,202307,88.7,2.664,,,,,,211.2596586,8.099,"(8.0, 9.0]","(2.6, 2.7]"
2,2010-08-27,False,1863840.49,1020216.4542222222,843624.0357777778,A,202307,87.12,2.619,,,,,,211.2241759,8.099,"(8.0, 9.0]","(2.6, 2.7]"
2,2010-09-04,False,1954689.21,1052562.0097777778,902127.2002222221,A,202307,65.41,2.77,,,,,,210.2831653,8.2,"(8.0, 9.0]","(2.7, 2.8]"
2,2010-09-07,False,1880902.6199999999,1064433.986,816468.6339999998,A,202307,82.59,2.642,,,,,,210.7657317,8.099,"(8.0, 9.0]","(2.6, 2.7]"
2,2010-09-17,False,1793903.5999999999,957349.478,836554.1219999999,A,202307,82.05,2.582,,,,,,211.1806415,8.099,"(8.0, 9.0]","(2.5, 2.6]"
2,2010-09-24,False,1724557.22,919078.0979999999,805479.1220000001,A,202307,81.79,2.624,,,,,,211.2552578,8.099,"(8.0, 9.0]","(2.6, 2.7]"
2,2010-10-09,True,1839128.83,1014097.7297777778,825031.1002222223,A,202307,79.09,2.565,,,,,,211.1532104,8.099,"(8.0, 9.0]","(2.5, 2.6]"
2,2010-10-12,False,2378726.55,1237039.342,1141687.2079999999,A,202307,45.5,2.843,,,,,,211.1247993,8.163,"(8.0, 9.0]","(2.8, 2.9]"
2,2010-10-15,False,1794355.49,958877.1877777779,835478.3022222221,A,202307,65.8,2.72,,,,,,211.4713286,8.163,"(8.0, 9.0]","(2.7, 2.8]"
2,2010-10-22,False,1737947.64,957037.1004444443,780910.5395555556,A,202307,68.5,2.725,,,,,,211.5187208,8.163,"(8.0, 9.0]","(2.7, 2.8]"
2,2010-10-29,False,1802755.11,968951.7988888889,833803.3111111112,A,202307,66.24,2.716,,,,,,211.5661131,8.163,"(8.0, 9.0]","(2.7, 2.8]"
2,2010-11-06,False,2025538.76,1062812.1493333334,962726.6106666666,A,202307,83.4,2.668,,,,,,211.1120018,8.2,"(8.0, 9.0]","(2.6, 2.7]"
2,2010-11-19,False,1956739.17,1002790.7595555555,953948.4104444444,A,202307,50.81,2.771,,,,,,211.5470304,8.163,"(8.0, 9.0]","(2.7, 2.8]"
2,2010-11-26,True,2658725.29,1462688.960888889,1196036.3291111111,A,202307,62.98,2.735,,,,,,211.4062867,8.163,"(8.0, 9.0]","(2.7, 2.8]"
2,2010-12-02,True,2137809.5,1074148.3917777778,1063661.1082222222,A,202307,38.49,2.548,,,,,,210.8979935,8.324,"(8.0, 9.0]","(2.5, 2.6]"
2,2010-12-03,False,1990483.78,1020564.3668888889,969919.4131111111,A,202307,57.56,2.667,,,,,,211.037551,8.324,"(8.0, 9.0]","(2.6, 2.7]"
2,2010-12-11,False,1916812.74,1024995.5739999999,891817.1660000001,A,202307,59.69,2.728,,,,,,211.6608975,8.163,"(8.0, 9.0]","(2.7, 2.8]"
2,2010-12-17,False,2609166.75,1373795.5522222223,1235371.1977777777,A,202307,47.55,2.869,,,,,,211.0645458,8.163,"(8.0, 9.0]","(2.8, 2.9]"
2,2010-12-24,False,3436007.68,1798475.9022222222,1637531.777777778,A,202307,49.97,2.886,,,,,,211.0646599,8.163,"(8.0, 9.0]","(2.8, 2.9]"
2,2010-12-31,True,1750434.55,898500.4222222222,851934.1277777778,A,202307,47.3,2.943,,,,,,211.064774,8.163,"(8.0, 9.0]","(2.9, 3.0]"
3,2010-01-10,False,358784.1,938663.9082222221,-579879.8082222221,B,37392,73.6,2.603,,,,,,214.9846548,7.564,"(7.0, 8.0]","(2.6, 2.7]"
3,2010-02-04,False,423294.4,1120529.5835555554,-697235.1835555554,B,37392,65.56,2.719,,,,,,214.1180803,7.343,"(7.0, 8.0]","(2.7, 2.8]"
3,2010-02-07,False,381151.72000000003,1087055.211111111,-705903.4911111111,B,37392,82.2,2.669,,,,,,214.5463222,7.346,"(7.0, 8.0]","(2.6, 2.7]"
3,2010-02-19,False,421642.19,1072822.084,-651179.8940000001,B,37392,47.07,2.514,,,,,,214.6198868,7.368,"(7.0, 8.0]","(2.5, 2.6]"
3,2010-02-26,False,407204.86,977079.3584444445,-569874.4984444445,B,37392,52.05,2.561,,,,,,214.6475127,7.368,"(7.0, 8.0]","(2.5, 2.6]"
3,2010-03-09,False,366473.97000000003,1048761.2802222222,-682287.3102222222,B,37392,84.16,2.577,,,,,,214.8481685,7.346,"(7.0, 8.0]","(2.5, 2.6]"
3,2010-03-12,False,476420.77,1109089.5084444445,-632668.7384444445,B,37392,53.76,2.708,,,,,,214.9153531,7.564,"(7.0, 8.0]","(2.7, 2.8]"
3,2010-03-19,False,375328.58999999997,999754.992,-624426.402,B,37392,60.42,2.72,,,,,,214.5301219,7.368,"(7.0, 8.0]","(2.7, 2.8]"
3,2010-03-26,False,359949.27,980754.69,-620805.4199999999,B,37392,57.06,2.732,,,,,,214.3241011,7.368,"(7.0, 8.0]","(2.7, 2.8]"
3,2010-04-06,False,396968.8,1115300.9582222223,-718332.1582222222,B,37392,78.53,2.705,,,,,,214.4958382,7.343,"(7.0, 8.0]","(2.7, 2.8]"
3,2010-04-16,False,354993.26,1004081.4906666667,-649088.2306666666,B,37392,66.98,2.808,,,,,,213.7726889,7.343,"(7.0, 8.0]","(2.8, 2.9]"
3,2010-04-23,False,339976.65,994098.9457777778,-654122.2957777778,B,37392,67.87,2.795,,,,,,213.7221852,7.343,"(7.0, 8.0]","(2.7, 2.8]"
3,2010-04-30,False,361248.39,971225.0380000001,-609976.648,B,37392,70.24,2.78,,,,,,213.6716815,7.343,"(7.0, 8.0]","(2.7, 2.8]"
3,2010-05-02,False,461622.22,1105572.0111111111,-643949.7911111112,B,37392,45.71,2.572,,,,,,214.4248812,7.368,"(7.0, 8.0]","(2.5, 2.6]"
3,2010-05-03,False,415202.04000000004,1041588.2288888888,-626386.1888888888,B,37392,53.04,2.625,,,,,,214.6751386,7.368,"(7.0, 8.0]","(2.6, 2.7]"
3,2010-05-11,False,423175.56,1017377.3753333334,-594201.8153333333,B,37392,62.94,2.689,,,,,,215.2765472,7.564,"(7.0, 8.0]","(2.6, 2.7]"
3,2010-05-14,False,384357.94,1007335.1155555557,-622977.1755555556,B,37392,77.18,2.854,,,,,,213.6196139,7.343,"(7.0, 8.0]","(2.8, 2.9]"
3,2010-05-21,False,343763.17,1002669.0680000001,-658905.898,B,37392,75.81,2.826,,,,,,213.9116886,7.343,"(7.0, 8.0]","(2.8, 2.9]"
3,2010-05-28,False,350089.23,1061277.8346666668,-711188.6046666668,B,37392,78.6,2.759,,,,,,214.2037634,7.343,"(7.0, 8.0]","(2.7, 2.8]"
3,2010-06-08,False,402635.76,1071222.2026666666,-668586.4426666666,B,37392,85.13,2.627,,,,,,214.8341952,7.346,"(7.0, 8.0]","(2.6, 2.7]"
3,2010-06-18,False,364076.85,1058267.694,-694190.8439999999,B,37392,83.52,2.637,,,,,,214.7858259,7.343,"(7.0, 8.0]","(2.6, 2.7]"
3,2010-06-25,False,357346.48,1035756.362,-678409.882,B,37392,83.79,2.653,,,,,,214.6660741,7.343,"(7.0, 8.0]","(2.6, 2.7]"
3,2010-07-05,False,399323.86,1077849.8560000001,-678525.9960000002,B,37392,73.47,2.835,,,,,,213.6211778,7.343,"(7.0, 8.0]","(2.8, 2.9]"
3,2010-07-16,False,352728.78,1027642.2128888889,-674913.4328888889,B,37392,84.32,2.623,,,,,,214.4176476,7.346,"(7.0, 8.0]","(2.6, 2.7]"
3,2010-07-23,False,352864.49,997529.9802222222,-644665.4902222222,B,37392,83.32,2.608,,,,,,214.5564968,7.346,"(7.0, 8.0]","(2.6, 2.7]"
3,2010-07-30,False,347955.05,991785.8537777779,-643830.8037777778,B,37392,82.04,2.64,,,,,,214.695346,7.346,"(7.0, 8.0]","(2.6, 2.7]"
3,2010-08-10,False,395107.35000000003,1002288.3162222222,-607180.9662222222,B,37392,66.99,2.633,,,,,,215.060858,7.564,"(7.0, 8.0]","(2.6, 2.7]"
3,2010-08-13,False,339597.38,1032542.6313333334,-692945.2513333334,B,37392,86.74,2.692,,,,,,214.9730444,7.346,"(7.0, 8.0]","(2.6, 2.7]"
3,2010-08-20,False,351728.21,1045798.9537777778,-694070.7437777778,B,37392,88.02,2.664,,,,,,214.9314191,7.346,"(7.0, 8.0]","(2.6, 2.7]"
3,2010-08-27,False,362134.08999999997,1020216.4542222222,-658082.3642222222,B,37392,86.15,2.619,,,,,,214.8897938,7.346,"(7.0, 8.0]","(2.6, 2.7]"
3,2010-09-04,False,415870.28,1052562.0097777778,-636691.7297777778,B,37392,68.0,2.77,,,,,,213.9120595,7.343,"(7.0, 8.0]","(2.7, 2.8]"
3,2010-09-07,False,349214.18,1064433.986,-715219.8060000001,B,37392,81.75,2.642,,,,,,214.4265704,7.346,"(7.0, 8.0]","(2.6, 2.7]"
3,2010-09-17,False,363064.64,957349.478,-594284.838,B,37392,82.36,2.582,,,,,,214.8322484,7.346,"(7.0, 8.0]","(2.5, 2.6]"
3,2010-09-24,False,355626.87,919078.0979999999,-563451.2279999999,B,37392,76.9,2.624,,,,,,214.9084516,7.346,"(7.0, 8.0]","(2.6, 2.7]"
3,2010-10-09,True,352260.97,1014097.7297777778,-661836.7597777778,B,37392,80.84,2.565,,,,,,214.8065431,7.346,"(7.0, 8.0]","(2.5, 2.6]"
3,2010-10-12,False,467642.02999999997,1237039.342,-769397.3119999999,B,37392,51.13,2.843,,,,,,214.7693037,7.564,"(7.0, 8.0]","(2.8, 2.9]"
3,2010-10-15,False,345584.39,958877.1877777779,-613292.7977777779,B,37392,69.71,2.72,,,,,,215.1293114,7.564,"(7.0, 8.0]","(2.7, 2.8]"
3,2010-10-22,False,348895.98,957037.1004444443,-608141.1204444444,B,37392,71.64,2.725,,,,,,215.17839,7.564,"(7.0, 8.0]","(2.7, 2.8]"
3,2010-10-29,False,348591.74,968951.7988888889,-620360.0588888889,B,37392,72.04,2.716,,,,,,215.2274686,7.564,"(7.0, 8.0]","(2.7, 2.8]"
3,2010-11-06,False,355017.09,1062812.1493333334,-707795.0593333333,B,37392,82.1,2.668,,,,,,214.787913,7.343,"(7.0, 8.0]","(2.6, 2.7]"
3,2010-11-19,False,372545.32,1002790.7595555555,-630245.4395555556,B,37392,57.72,2.771,,,,,,215.2074519,7.564,"(7.0, 8.0]","(2.7, 2.8]"
3,2010-11-26,True,565567.84,1462688.960888889,-897121.120888889,B,37392,68.71,2.735,,,,,,215.0614025,7.564,"(7.0, 8.0]","(2.7, 2.8]"
3,2010-12-02,True,420728.96,1074148.3917777778,-653419.4317777778,B,37392,47.93,2.548,,,,,,214.5747916,7.368,"(7.0, 8.0]","(2.5, 2.6]"
3,2010-12-03,False,384200.69,1020564.3668888889,-636363.6768888889,B,37392,63.08,2.667,,,,,,214.7027646,7.368,"(7.0, 8.0]","(2.6, 2.7]"
3,2010-12-11,False,386635.03,1024995.5739999999,-638360.5439999999,B,37392,62.79,2.728,,,,,,215.3256258,7.564,"(7.0, 8.0]","(2.7, 2.8]"
3,2010-12-17,False,498159.39,1373795.5522222223,-875636.1622222223,B,37392,52.2,2.869,,,,,,214.704919,7.564,"(7.0, 8.0]","(2.8, 2.9]"
3,2010-12-24,False,605990.41,1798475.9022222222,-1192485.492222222,B,37392,57.16,2.886,,,,,,214.7017828,7.564,"(7.0, 8.0]","(2.8, 2.9]"
3,2010-12-31,True,382677.76,898500.4222222222,-515822.6622222222,B,37392,53.2,2.943,,,,,,214.6986466,7.564,"(7.0, 8.0]","(2.9, 3.0]"
4,2010-01-10,False,1842821.02,938663.9082222221,904157.1117777779,A,205863,63.96,2.619,,,,,,126.2346,7.127,"(7.0, 8.0]","(2.6, 2.7]"
4,2010-02-04,False,1979247.1199999999,1120529.5835555554,858717.5364444444,A,205863,48.77,2.74,,,,,,126.6034839,7.896,"(7.0, 8.0]","(2.7, 2.8]"
4,2010-02-07,False,1881337.21,1087055.211111111,794281.9988888889,A,205863,73.66,2.668,,,,,,126.1392,7.372,"(7.0, 8.0]","(2.6, 2.7]"
4,2010-02-19,False,2049860.26,1072822.084,977038.176,A,205863,36.45,2.54,,,,,,126.5262857,8.623,"(8.0, 9.0]","(2.5, 2.6]"
4,2010-02-26,False,1925728.84,977079.3584444445,948649.4815555556,A,205863,41.36,2.59,,,,,,126.5522857,8.623,"(8.0, 9.0]","(2.5, 2.6]"
4,2010-03-09,False,1935857.58,1048761.2802222222,887096.2997777779,A,205863,76.8,2.584,,,,,,126.1019355,7.372,"(7.0, 8.0]","(2.5, 2.6]"
4,2010-03-12,False,2102530.17,1109089.5084444445,993440.6615555554,A,205863,46.4,2.727,,,,,,126.7313333,7.127,"(7.0, 8.0]","(2.7, 2.8]"
4,2010-03-19,False,1897429.36,999754.992,897674.3680000001,A,205863,55.19,2.743,,,,,,126.6066452,8.623,"(8.0, 9.0]","(2.7, 2.8]"
4,2010-03-26,False,1762539.3,980754.69,781784.6100000001,A,205863,39.91,2.752,,,,,,126.6050645,8.623,"(8.0, 9.0]","(2.7, 2.8]"
4,2010-04-06,False,1903290.58,1115300.9582222223,787989.6217777778,A,205863,70.83,2.701,,,,,,126.1360645,7.896,"(7.0, 8.0]","(2.7, 2.8]"
4,2010-04-16,False,1851519.69,1004081.4906666667,847438.1993333333,A,205863,56.23,2.81,,,,,,126.5621,7.896,"(7.0, 8.0]","(2.8, 2.9]"
4,2010-04-23,False,1802677.9,994098.9457777778,808578.9542222221,A,205863,56.87,2.805,,,,,,126.4713333,7.896,"(7.0, 8.0]","(2.8, 2.9]"
4,2010-04-30,False,1817273.28,971225.0380000001,846048.242,A,205863,53.04,2.787,,,,,,126.3805667,7.896,"(7.0, 8.0]","(2.7, 2.8]"
4,2010-05-02,False,2135143.87,1105572.0111111111,1029571.858888889,A,205863,43.76,2.598,,,,,,126.4420645,8.623,"(8.0, 9.0]","(2.5, 2.6]"
4,2010-05-03,False,1971057.44,1041588.2288888888,929469.2111111111,A,205863,43.49,2.654,,,,,,126.5782857,8.623,"(8.0, 9.0]","(2.6, 2.7]"
4,2010-05-11,False,2013115.79,1017377.3753333334,995738.4146666666,A,205863,51.6,2.699,,,,,,126.4912903,7.127,"(7.0, 8.0]","(2.6, 2.7]"
4,2010-05-14,False,1875597.28,1007335.1155555557,868262.1644444444,A,205863,62.35,2.845,,,,,,126.2085484,7.896,"(7.0, 8.0]","(2.8, 2.9]"
